id,book_id,rating,review_text,created_at
367,48,5,I couldn't put this book down. Every chapter kept me hooked.,2023-06-10 09:29:23
368,48,5,"Not my cup of tea, but I can see why others enjoy it.",2023-10-22 09:29:23
369,48,4,Emotionally powerful and beautifully structured.,2025-02-09 09:29:23
370,48,1,An unforgettable journey through human emotions and moral choices.,2024-10-26 09:29:23
371,48,3,This book changed the way I see the world.,2024-03-26 09:29:23
372,48,2,This book changed the way I see the world.,2025-08-14 09:29:23
373,48,5,An absolute masterpiece! The writing and storytelling are phenomenal.,2025-10-13 09:29:23
374,48,2,"Some parts dragged a bit, but overall, it’s worth it.",2025-08-31 09:29:23
375,48,2,"Dark, intense, and thought-provoking. Brilliant work.",2025-02-26 09:29:23
376,49,4,An absolute masterpiece! The writing and storytelling are phenomenal.,2023-06-28 09:29:23
377,49,4,This book changed the way I see the world.,2024-04-07 09:29:23
378,49,5,"Some parts dragged a bit, but overall, it’s worth it.",2024-04-27 09:29:23
379,49,1,A classic everyone should read at least once in their life.,2023-09-24 09:29:23
380,49,3,"A bit slow at the beginning, but it builds into something incredible.",2025-06-26 09:29:23
381,49,5,The plot twists were amazing! I didn’t see them coming.,2023-11-29 09:29:23
382,50,3,"Overrated in my opinion, but still a decent read.",2025-08-07 09:29:23
383,50,4,A must-read for fans of good storytelling.,2024-02-24 09:29:23
384,50,2,"Overrated in my opinion, but still a decent read.",2024-04-01 09:29:23
385,50,2,An unforgettable journey through human emotions and moral choices.,2023-12-20 09:29:23
386,50,5,This book changed the way I see the world.,2025-05-21 09:29:23
